投球数,球種,球速,結果,投手,打者,スコア
4,ストレート,148km/h,ボール,杉浦 稔大,グラシアル,4-6
5,スライダー,134km/h,ボール,杉浦 稔大,グラシアル,4-6
6,フォーク,136km/h,空三振  [苦笑い],杉浦 稔大,グラシアル,4-6
1,カットボール,140km/h,空振り,又吉 克樹,ヌニエス,4-6
2,スライダー,130km/h,見逃し,又吉 克樹,ヌニエス,4-6
3,カットボール,139km/h,空三振,又吉 克樹,ヌニエス,4-6
1,スライダー,128km/h,ボール,又吉 克樹,水野 達稀,4-6
2,カットボール,139km/h,空振り,又吉 克樹,水野 達稀,4-6
3,カットボール,139km/h,ボール,又吉 克樹,水野 達稀,4-6
4,カットボール,139km/h,三飛  [詰り],又吉 克樹,水野 達稀,4-6
1,カットボール,139km/h,ボール,又吉 克樹,松本 剛,4-6
2,カットボール,138km/h,ボール,又吉 克樹,松本 剛,4-6
3,カットボール,140km/h,見逃し,又吉 克樹,松本 剛,4-6
4,ストレート,144km/h,中飛,又吉 克樹,松本 剛,4-6
1,スライダー,122km/h,ボール,宮西 尚生,栗原 陵矢,4-6
2,ストレート,138km/h,ボール,宮西 尚生,栗原 陵矢,4-6
3,ストレート,139km/h,見逃し,宮西 尚生,栗原 陵矢,4-6
4,ストレート,139km/h,見逃し,宮西 尚生,栗原 陵矢,4-6
5,ストレート,140km/h,ボール,宮西 尚生,栗原 陵矢,4-6
6,ストレート,139km/h,一ゴロ,宮西 尚生,栗原 陵矢,4-6
1,スライダー,122km/h,ボール,宮西 尚生,牧原 大成,4-6
2,ストレート,140km/h,見逃し,宮西 尚生,牧原 大成,4-6
3,スライダー,122km/h,ボール,宮西 尚生,牧原 大成,4-6
4,ストレート,141km/h,遊失,宮西 尚生,牧原 大成,4-6
1,ストレート,139km/h,見逃し,宮西 尚生,ガルビス,4-6
2,シンカー,129km/h,一ゴロ  [ランエンドヒット],宮西 尚生,ガルビス,4-6
1,スライダー,123km/h,見逃し,宮西 尚生,中村 晃,4-6
2,スライダー,124km/h,ボール,宮西 尚生,中村 晃,4-6
3,スライダー,124km/h,ボール,宮西 尚生,中村 晃,4-6
4,ストレート,141km/h,ボール,宮西 尚生,中村 晃,4-6
5,ストレート,141km/h,見逃し  [サイン違い],宮西 尚生,中村 晃,4-6
6,スライダー,125km/h,ファウル,宮西 尚生,中村 晃,4-6
7,スライダー,122km/h,四球,宮西 尚生,中村 晃,4-6
1,スライダー,119km/h,見逃し,宮西 尚生,甲斐 拓也,4-6
2,シンカー,132km/h,ボール  [ワンバウンド],宮西 尚生,甲斐 拓也,4-6
3,スライダー,119km/h,ボール,宮西 尚生,甲斐 拓也,4-6
4,ストレート,140km/h,見逃し,宮西 尚生,甲斐 拓也,4-6
5,スライダー,124km/h,中飛,宮西 尚生,甲斐 拓也,4-6
1,ストレート,151km/h,ファウル,モイネロ,今川 優馬,4-6
2,スライダー,141km/h,ボール,モイネロ,今川 優馬,4-6
3,チェンジアップ,134km/h,空振り,モイネロ,今川 優馬,4-6
4,ストレート,154km/h,空三振,モイネロ,今川 優馬,4-6
1,ストレート,154km/h,ファウル,モイネロ,万波 中正,4-6
2,ストレート,152km/h,ボール,モイネロ,万波 中正,4-6
3,ストレート,151km/h,ボール,モイネロ,万波 中正,4-6
4,スライダー,141km/h,ファウル,モイネロ,万波 中正,4-6
5,ストレート,152km/h,空三振,モイネロ,万波 中正,4-6
1,スライダー,141km/h,ボール,モイネロ,石井 一成,4-6
2,スライダー,140km/h,右飛,モイネロ,石井 一成,4-6
1,ストレート,147km/h,左飛,奥川 恭伸,吉川 尚輝,0-0
1,ストレート,141km/h,見逃し,奥川 恭伸,坂本 勇人,0-0
2,ストレート,146km/h,ファウル,奥川 恭伸,坂本 勇人,0-0
3,ストレート,149km/h,ファウル,奥川 恭伸,坂本 勇人,0-0
4,スライダー,128km/h,ボール,奥川 恭伸,坂本 勇人,0-0
5,フォーク,136km/h,ボール  [苦笑い],奥川 恭伸,坂本 勇人,0-0
6,スライダー,134km/h,ボール,奥川 恭伸,坂本 勇人,0-0
7,フォーク,137km/h,ファウル,奥川 恭伸,坂本 勇人,0-0
8,スライダー,-,遊飛  [高々と舞い上がる],奥川 恭伸,坂本 勇人,0-0
1,ストレート,147km/h,空振り,奥川 恭伸,ポランコ,0-0
2,ストレート,147km/h,ファウル,奥川 恭伸,ポランコ,0-0
3,ストレート,147km/h,ボール,奥川 恭伸,ポランコ,0-0
4,フォーク,-,空三振,奥川 恭伸,ポランコ,0-0
1,ストレート,146km/h,見逃し,戸郷 翔征,塩見 泰隆,0-0
2,スライダー,134km/h,ボール,戸郷 翔征,塩見 泰隆,0-0
3,ストレート,148km/h,ボール,戸郷 翔征,塩見 泰隆,0-0
4,ストレート,148km/h,ボール,戸郷 翔征,塩見 泰隆,0-0
5,ストレート,149km/h,ファウル,戸郷 翔征,塩見 泰隆,0-0
6,ストレート,148km/h,ファウル,戸郷 翔征,塩見 泰隆,0-0
7,ストレート,149km/h,四球  [苦笑い],戸郷 翔征,塩見 泰隆,0-0
1,ストレート,146km/h,見逃し,戸郷 翔征,青木 宣親,0-0
2,カーブ,127km/h,ボール,戸郷 翔征,青木 宣親,0-0
3,ストレート,147km/h,空振り,戸郷 翔征,青木 宣親,0-0
4,フォーク,-,ボール  [ワンバウンド],戸郷 翔征,青木 宣親,0-0
1,ストレート,146km/h,見逃し,戸郷 翔征,青木 宣親,0-1
2,カーブ,127km/h,ボール,戸郷 翔征,青木 宣親,0-1
3,ストレート,147km/h,空振り,戸郷 翔征,青木 宣親,0-1
4,フォーク,-,ボール  [ワンバウンド],戸郷 翔征,青木 宣親,0-1
5,フォーク,-,右安,戸郷 翔征,青木 宣親,0-1
1,スライダー,134km/h,見逃し,戸郷 翔征,山田 哲人,0-1
2,ストレート,-,見逃し,戸郷 翔征,山田 哲人,0-1
3,フォーク,134km/h,ボール,戸郷 翔征,山田 哲人,0-1
4,ストレート,147km/h,ファウル,戸郷 翔征,山田 哲人,0-1
5,ストレート,146km/h,ファウル  [自打球],戸郷 翔征,山田 哲人,0-1
6,スライダー,135km/h,捕邪飛  [高々と舞い上がる],戸郷 翔征,山田 哲人,0-1
1,フォーク,134km/h,ボール,戸郷 翔征,村上 宗隆,0-1
2,カーブ,126km/h,見逃し,戸郷 翔征,村上 宗隆,0-1
3,ストレート,149km/h,空振り,戸郷 翔征,村上 宗隆,0-1
4,ストレート,148km/h,見三振  [構えたところにズバリ],戸郷 翔征,村上 宗隆,0-1
1,ストレート,144km/h,ファウル,戸郷 翔征,サンタナ,0-1
2,ストレート,148km/h,見逃し,戸郷 翔征,サンタナ,0-1
3,フォーク,136km/h,ボール,戸郷 翔征,サンタナ,0-1
4,フォーク,135km/h,空三振  [ワンバウンド、ハーフスイング],戸郷 翔征,サンタナ,0-1
1,スライダー,130km/h,見逃し,奥川 恭伸,岡本 和真,0-1
2,カーブ,115km/h,ボール,奥川 恭伸,岡本 和真,0-1
3,フォーク,134km/h,一ゴロ  [詰り],奥川 恭伸,岡本 和真,0-1
1,ストレート,-,ボール,奥川 恭伸,中田 翔,0-1
2,ストレート,141km/h,見逃し,奥川 恭伸,中田 翔,0-1
3,ストレート,141km/h,右安  [詰り、ポテンヒット],奥川 恭伸,中田 翔,0-1
1,スライダー,131km/h,右飛  [悔しがる],奥川 恭伸,丸 佳浩,0-1
1,カーブ,117km/h,見逃し,奥川 恭伸,松原 聖弥,0-1
2,フォーク,136km/h,空振り,奥川 恭伸,松原 聖弥,0-1
3,カーブ,124km/h,ファウル,奥川 恭伸,松原 聖弥,0-1
4,ストレート,148km/h,ボール,奥川 恭伸,松原 聖弥,0-1
5,ストレート,148km/h,見三振  [構えたところにズバリ],奥川 恭伸,松原 聖弥,0-1
1,スライダー,-,遊ゴロ,戸郷 翔征,長岡 秀樹,0-1
1,ストレート,144km/h,見逃し,戸郷 翔征,オスナ,0-1
2,ストレート,147km/h,ファウル,戸郷 翔征,オスナ,0-1
3,ストレート,-,中安,戸郷 翔征,オスナ,0-1
1,ストレート,-,一犠打,戸郷 翔征,古賀 優大,0-1
1,ストレート,146km/h,空振り,戸郷 翔征,奥川 恭伸,0-1
2,スライダー,133km/h,ファウル,戸郷 翔征,奥川 恭伸,0-1
3,フォーク,134km/h,空三振  [ワンバウンド],戸郷 翔征,奥川 恭伸,0-1
1,カーブ,121km/h,見逃し,奥川 恭伸,大城 卓三,0-1
2,ストレート,145km/h,ファウル,奥川 恭伸,大城 卓三,0-1
3,フォーク,138km/h,ボール,奥川 恭伸,大城 卓三,0-1
4,スライダー,130km/h,左飛  [高々と舞い上がる],奥川 恭伸,大城 卓三,0-1
1,ストレート,146km/h,見逃し,奥川 恭伸,戸郷 翔征,0-1
2,ストレート,146km/h,二飛,奥川 恭伸,戸郷 翔征,0-1
1,ストレート,142km/h,ボール,奥川 恭伸,吉川 尚輝,0-1
2,フォーク,132km/h,見逃し,奥川 恭伸,吉川 尚輝,0-1
3,フォーク,138km/h,空振り  [ワンバウンド],奥川 恭伸,吉川 尚輝,0-1
4,カーブ,-,二ゴロ,奥川 恭伸,吉川 尚輝,0-1
1,スライダー,132km/h,ボール,戸郷 翔征,塩見 泰隆,0-1
2,スライダー,120km/h,見逃し,戸郷 翔征,塩見 泰隆,0-1
3,ストレート,148km/h,ファウル,戸郷 翔征,塩見 泰隆,0-1
4,フォーク,136km/h,ボール  [ワンバウンド],戸郷 翔征,塩見 泰隆,0-1
5,ストレート,148km/h,ファウル,戸郷 翔征,塩見 泰隆,0-1
6,ストレート,-,中飛,戸郷 翔征,塩見 泰隆,0-1
1,フォーク,135km/h,見逃し,戸郷 翔征,青木 宣親,0-1
2,ストレート,148km/h,ファウル,戸郷 翔征,青木 宣親,0-1
3,フォーク,137km/h,ボール  [ワンバウンド],戸郷 翔征,青木 宣親,0-1
4,ストレート,148km/h,ファウル,戸郷 翔征,青木 宣親,0-1
5,ストレート,148km/h,ファウル,戸郷 翔征,青木 宣親,0-1
6,カーブ,-,二ゴロ  [引っかけ、ランニングスロー],戸郷 翔征,青木 宣親,0-1
1,カーブ,128km/h,ボール,戸郷 翔征,山田 哲人,0-1
2,ストレート,146km/h,見逃し,戸郷 翔征,山田 哲人,0-1
3,フォーク,134km/h,空振り,戸郷 翔征,山田 哲人,0-1
4,ストレート,151km/h,空三振,戸郷 翔征,山田 哲人,0-1
1,フォーク,137km/h,ファウル,奥川 恭伸,坂本 勇人,0-1
2,ストレート,139km/h,ボール,奥川 恭伸,坂本 勇人,0-1
3,ストレート,146km/h,ファウル,奥川 恭伸,坂本 勇人,0-1
4,ストレート,147km/h,空三振,奥川 恭伸,坂本 勇人,0-1
1,ストレート,147km/h,ボール,奥川 恭伸,ポランコ,0-1
2,ストレート,144km/h,左邪飛  [スライディングキャッチ、好プレイ],奥川 恭伸,ポランコ,0-1
1,フォーク,-,右本  [スタンドギリギリ],奥川 恭伸,岡本 和真,1-1
1,カーブ,121km/h,ボール,奥川 恭伸,中田 翔,1-1
2,カーブ,121km/h,ボール,奥川 恭伸,中田 翔,1-1
3,ストレート,146km/h,見逃し,奥川 恭伸,中田 翔,1-1
4,ストレート,148km/h,ファウル,奥川 恭伸,中田 翔,1-1
5,ストレート,149km/h,ファウル,奥川 恭伸,中田 翔,1-1
6,ストレート,147km/h,ボール,奥川 恭伸,中田 翔,1-1
7,ストレート,146km/h,ファウル  [自打球],奥川 恭伸,中田 翔,1-1
8,カーブ,113km/h,四球  [悔しがる],奥川 恭伸,中田 翔,1-1
1,フォーク,133km/h,見逃し,奥川 恭伸,丸 佳浩,1-1
2,スライダー,128km/h,ボール,奥川 恭伸,丸 佳浩,1-1
3,フォーク,-,右飛  [痛烈な当たり],奥川 恭伸,丸 佳浩,1-1
1,カーブ,126km/h,ボール  [ワンバウンド],戸郷 翔征,村上 宗隆,1-1
2,ストレート,144km/h,見逃し,戸郷 翔征,村上 宗隆,1-1
3,ストレート,143km/h,見逃し,戸郷 翔征,村上 宗隆,1-1
4,フォーク,134km/h,空三振,戸郷 翔征,村上 宗隆,1-1
1,ストレート,148km/h,ファウル,戸郷 翔征,サンタナ,1-1
2,フォーク,134km/h,ファウル,戸郷 翔征,サンタナ,1-1
3,フォーク,133km/h,ボール,戸郷 翔征,サンタナ,1-1
4,ストレート,147km/h,ボール,戸郷 翔征,サンタナ,1-1
5,ストレート,147km/h,ファウル,戸郷 翔征,サンタナ,1-1
6,ストレート,145km/h,ファウル,戸郷 翔征,サンタナ,1-1
7,フォーク,-,ファウル,戸郷 翔征,サンタナ,1-1
8,フォーク,133km/h,ボール  [ワンバウンド],戸郷 翔征,サンタナ,1-1
9,フォーク,133km/h,空三振,戸郷 翔征,サンタナ,1-1
1,ストレート,147km/h,ファウル,戸郷 翔征,長岡 秀樹,1-1
2,カーブ,-,投ゴロ,戸郷 翔征,長岡 秀樹,1-1
1,ストレート,-,ファウル,大下 佑馬,松原 聖弥,1-1
2,ナックルカーブ,-,ボール  [ワンバウンド],大下 佑馬,松原 聖弥,1-1
3,フォーク,-,ファウル,大下 佑馬,松原 聖弥,1-1
4,フォーク,127km/h,遊ゴロ  [バットの先、ボテボテ、ランニングスロー],大下 佑馬,松原 聖弥,1-1
1,高速スライダー,127km/h,見逃し,大下 佑馬,大城 卓三,1-1
2,フォーク,127km/h,空振り,大下 佑馬,大城 卓三,1-1
3,フォーク,126km/h,ボール  [ワンバウンド],大下 佑馬,大城 卓三,1-1
4,ナックルカーブ,-,二ゴロ,大下 佑馬,大城 卓三,1-1
1,ストレート,141km/h,見逃し,大下 佑馬,戸郷 翔征,1-1
2,ストレート,140km/h,ボール,大下 佑馬,戸郷 翔征,1-1
3,スライダー,130km/h,空振り,大下 佑馬,戸郷 翔征,1-1
4,シュート,-,三ゴロ,大下 佑馬,戸郷 翔征,1-1
1,ストレート,146km/h,見逃し,戸郷 翔征,オスナ,1-1
2,フォーク,133km/h,ボール  [ハーフスイング],戸郷 翔征,オスナ,1-1
3,ストレート,-,右安  [バットの先、バット折れる、ポテンヒット、リプレー検証後判定変わらず],戸郷 翔征,オスナ,1-1
1,スライダー,-,ファウル,戸郷 翔征,古賀 優大,1-1
2,ストレート,146km/h,ボール,戸郷 翔征,古賀 優大,1-1
3,ストレート,144km/h,ボール  [すっぽ抜け],戸郷 翔征,古賀 優大,1-1
4,スライダー,133km/h,中２,戸郷 翔征,古賀 優大,1-1
1,ストレート,146km/h,ボール,戸郷 翔征,川端 慎吾,1-1
2,ストレート,-,遊ゴロ  [痛烈な当たり、野手の正面をつく],戸郷 翔征,川端 慎吾,1-1
1,ストレート,146km/h,見逃し,戸郷 翔征,塩見 泰隆,1-1
2,フォーク,129km/h,空振り,戸郷 翔征,塩見 泰隆,1-1
3,フォーク,133km/h,空三振  [ワンバウンド],戸郷 翔征,塩見 泰隆,1-1
1,ストレート,146km/h,ボール,坂本 光士郎,吉川 尚輝,1-1
2,ストレート,143km/h,ボール,坂本 光士郎,吉川 尚輝,1-1
3,ストレート,143km/h,ボール,坂本 光士郎,吉川 尚輝,1-1
4,ストレート,142km/h,見逃し,坂本 光士郎,吉川 尚輝,1-1
5,ストレート,145km/h,四球,坂本 光士郎,吉川 尚輝,1-1
1,フォーク,141km/h,ボール,坂本 光士郎,坂本 勇人,1-1
2,ストレート,146km/h,ボール,坂本 光士郎,坂本 勇人,1-1
3,カットボール,136km/h,ボール  [ワンバウンド],坂本 光士郎,坂本 勇人,1-1
1,フォーク,141km/h,ボール,坂本 光士郎,坂本 勇人,1-1
2,ストレート,146km/h,ボール,坂本 光士郎,坂本 勇人,1-1
3,カットボール,136km/h,ボール  [ワンバウンド],坂本 光士郎,坂本 勇人,1-1
4,ストレート,143km/h,見逃し,坂本 光士郎,坂本 勇人,1-1
5,ストレート,144km/h,四球  [すっぽ抜け],坂本 光士郎,坂本 勇人,1-1
1,ストレート,141km/h,見逃し  [バント構え],坂本 光士郎,廣岡 大志,1-1
2,ストレート,142km/h,投犠野  [リプレー検証後判定覆る],坂本 光士郎,廣岡 大志,1-1
1,カットボール,138km/h,見逃し,坂本 光士郎,岡本 和真,1-1
2,ストレート,-,ボール,坂本 光士郎,岡本 和真,1-1
3,カットボール,137km/h,空振り,坂本 光士郎,岡本 和真,1-1
4,ストレート,145km/h,ボール,坂本 光士郎,岡本 和真,1-1
5,フォーク,138km/h,ファウル,坂本 光士郎,岡本 和真,1-1
6,スライダー,134km/h,ファウル,坂本 光士郎,岡本 和真,1-1
7,カットボール,140km/h,ファウル  [自打球],坂本 光士郎,岡本 和真,1-1
8,フォーク,136km/h,空三振,坂本 光士郎,岡本 和真,1-1
1,フォーク,138km/h,ボール  [ワンバウンド],坂本 光士郎,中田 翔,1-1
2,ストレート,139km/h,見逃し,坂本 光士郎,中田 翔,1-1
3,ストレート,146km/h,ファウル,坂本 光士郎,中田 翔,1-1
4,ストレート,145km/h,ボール  [ワンバウンド],坂本 光士郎,中田 翔,1-1
1,フォーク,138km/h,ボール  [ワンバウンド],坂本 光士郎,中田 翔,2-1
2,ストレート,139km/h,見逃し,坂本 光士郎,中田 翔,2-1
3,ストレート,146km/h,ファウル,坂本 光士郎,中田 翔,2-1
4,ストレート,145km/h,ボール  [ワンバウンド],坂本 光士郎,中田 翔,2-1
5,フォーク,138km/h,ボール,坂本 光士郎,中田 翔,2-1
6,ストレート,143km/h,ファウル,坂本 光士郎,中田 翔,2-1
7,ストレート,-,遊失  [バットの先],坂本 光士郎,中田 翔,2-1
1,ストレート,-,一ゴロ  [逆シングル],坂本 光士郎,丸 佳浩,2-1
1,ストレート,143km/h,ファウル,坂本 光士郎,松原 聖弥,5-1
2,ストレート,146km/h,空振り,坂本 光士郎,松原 聖弥,5-1
3,ストレート,144km/h,ボール,坂本 光士郎,松原 聖弥,5-1
4,カットボール,138km/h,ボール,坂本 光士郎,松原 聖弥,5-1
5,ストレート,-,中３,坂本 光士郎,松原 聖弥,5-1
1,ストレート,-,空振り,坂本 光士郎,大城 卓三,5-1
2,ストレート,140km/h,空振り,坂本 光士郎,大城 卓三,5-1
3,スライダー,129km/h,死球  [逆球],坂本 光士郎,大城 卓三,5-1
1,ストレート,146km/h,ボール,坂本 光士郎,戸郷 翔征,5-1
2,ストレート,145km/h,見逃し,坂本 光士郎,戸郷 翔征,5-1
3,ストレート,143km/h,見逃し,坂本 光士郎,戸郷 翔征,5-1
4,ストレート,-,空三振,坂本 光士郎,戸郷 翔征,5-1
1,カーブ,124km/h,見逃し,戸郷 翔征,青木 宣親,5-1
2,フォーク,133km/h,三飛,戸郷 翔征,青木 宣親,5-1
1,スライダー,134km/h,ボール,戸郷 翔征,山田 哲人,5-1
2,ストレート,-,見逃し,戸郷 翔征,山田 哲人,5-1
3,ストレート,-,ボール,戸郷 翔征,山田 哲人,5-1
4,ストレート,146km/h,ファウル,戸郷 翔征,山田 哲人,5-1
5,ストレート,147km/h,空三振  [ファウルチップ],戸郷 翔征,山田 哲人,5-1
1,スライダー,134km/h,空振り,戸郷 翔征,村上 宗隆,5-1
2,ストレート,-,見逃し,戸郷 翔征,村上 宗隆,5-1
3,フォーク,-,空三振  [投手ガッツポーズ],戸郷 翔征,村上 宗隆,5-1
1,シュート,140km/h,ボール,大西 広樹,吉川 尚輝,5-1
2,スライダー,130km/h,見逃し,大西 広樹,吉川 尚輝,5-1
3,シュート,143km/h,二ゴロ  [バットの先、ランニングスロー],大西 広樹,吉川 尚輝,5-1
1,スライダー,129km/h,ボール,大西 広樹,坂本 勇人,5-1
2,スライダー,131km/h,空振り,大西 広樹,坂本 勇人,5-1
3,シュート,-,中飛,大西 広樹,坂本 勇人,5-1
1,シュート,139km/h,見逃し,大西 広樹,立岡 宗一郎,5-1
2,スライダー,131km/h,見逃し  [セーフティバント、バント構え],大西 広樹,立岡 宗一郎,5-1
3,フォーク,137km/h,ボール  [ワンバウンド],大西 広樹,立岡 宗一郎,5-1
4,シュート,145km/h,ファウル,大西 広樹,立岡 宗一郎,5-1
5,スライダー,133km/h,ボール,大西 広樹,立岡 宗一郎,5-1
6,スライダー,135km/h,ファウル,大西 広樹,立岡 宗一郎,5-1
7,ストレート,-,二ゴロ,大西 広樹,立岡 宗一郎,5-1
1,フォーク,132km/h,空振り,戸郷 翔征,サンタナ,5-1
2,フォーク,132km/h,空振り,戸郷 翔征,サンタナ,5-1
3,フォーク,131km/h,ボール  [ワンバウンド],戸郷 翔征,サンタナ,5-1
4,ストレート,144km/h,ボール,戸郷 翔征,サンタナ,5-1
5,ストレート,145km/h,ファウル,戸郷 翔征,サンタナ,5-1
6,フォーク,131km/h,ボール,戸郷 翔征,サンタナ,5-1
7,ストレート,147km/h,ファウル,戸郷 翔征,サンタナ,5-1
8,ストレート,147km/h,四球,戸郷 翔征,サンタナ,5-1
1,ストレート,140km/h,ボール,戸郷 翔征,長岡 秀樹,5-1
2,スライダー,133km/h,ファウル  [自打球],戸郷 翔征,長岡 秀樹,5-1
3,ストレート,147km/h,ファウル,戸郷 翔征,長岡 秀樹,5-1
4,フォーク,132km/h,ファウル,戸郷 翔征,長岡 秀樹,5-1
5,フォーク,130km/h,ボール  [ワンバウンド],戸郷 翔征,長岡 秀樹,5-1
6,フォーク,-,中安,戸郷 翔征,長岡 秀樹,5-1
1,ストレート,146km/h,一邪飛,戸郷 翔征,オスナ,5-1
1,スライダー,135km/h,ファウル,戸郷 翔征,濱田 太貴,5-1
2,フォーク,132km/h,空振り  [ワンバウンド],戸郷 翔征,濱田 太貴,5-1
3,フォーク,132km/h,投ゴロ  [詰り、併殺崩れ],戸郷 翔征,濱田 太貴,5-1
1,ストレート,-,中安,戸郷 翔征,内山 壮真,5-2
1,スライダー,133km/h,見逃し,戸郷 翔征,塩見 泰隆,5-2
2,フォーク,132km/h,ボール,戸郷 翔征,塩見 泰隆,5-2
3,フォーク,134km/h,ボール,戸郷 翔征,塩見 泰隆,5-2
4,ストレート,145km/h,空振り,戸郷 翔征,塩見 泰隆,5-2
5,ストレート,-,ファウル,戸郷 翔征,塩見 泰隆,5-2
6,ストレート,147km/h,ファウル,戸郷 翔征,塩見 泰隆,5-2
7,フォーク,133km/h,ボール  [ワンバウンド],戸郷 翔征,塩見 泰隆,5-2
8,フォーク,-,空三振  [投手ガッツポーズ、捕手ガッツポーズ],戸郷 翔征,塩見 泰隆,5-2
1,カットボール,140km/h,ボール  [ワンバウンド],木澤 尚文,岡本 和真,5-2
2,ストレート,143km/h,見逃し,木澤 尚文,岡本 和真,5-2
3,シュート,146km/h,ファウル,木澤 尚文,岡本 和真,5-2
4,スプリット,136km/h,ボール  [ワンバウンド],木澤 尚文,岡本 和真,5-2
5,シュート,149km/h,ボール  [ワンバウンド],木澤 尚文,岡本 和真,5-2
6,シュート,-,右飛,木澤 尚文,岡本 和真,5-2
1,シュート,144km/h,空振り,木澤 尚文,中田 翔,5-2
2,シュート,-,三ゴロ  [痛烈な当たり、野手の正面をつく],木澤 尚文,中田 翔,5-2
1,シュート,146km/h,空振り,木澤 尚文,丸 佳浩,5-2
2,シュート,141km/h,空振り,木澤 尚文,丸 佳浩,5-2
3,カーブ,126km/h,ボール  [ワンバウンド],木澤 尚文,丸 佳浩,5-2
4,シュート,142km/h,見三振  [全く反応できず、投手ガッツポーズ],木澤 尚文,丸 佳浩,5-2
1,ストレート,146km/h,ボール,畠 世周,青木 宣親,5-2
2,ストレート,144km/h,空振り,畠 世周,青木 宣親,5-2
3,ストレート,148km/h,見逃し,畠 世周,青木 宣親,5-2
4,ストレート,145km/h,ボール  [打者のけぞる],畠 世周,青木 宣親,5-2
5,ストレート,145km/h,ファウル,畠 世周,青木 宣親,5-2
6,カットボール,137km/h,空三振,畠 世周,青木 宣親,5-2
1,ストレート,149km/h,見逃し,畠 世周,山田 哲人,5-2
2,ストレート,142km/h,ボール,畠 世周,山田 哲人,5-2
3,ストレート,142km/h,ファウル,畠 世周,山田 哲人,5-2
4,カットボール,137km/h,ファウル,畠 世周,山田 哲人,5-2
5,ストレート,-,左２,畠 世周,山田 哲人,5-2
1,カーブ,122km/h,見逃し,畠 世周,村上 宗隆,5-2
2,ストレート,-,ボール,畠 世周,村上 宗隆,5-2
3,スライダー,125km/h,ボール,畠 世周,村上 宗隆,5-2
4,ストレート,142km/h,ボール,畠 世周,村上 宗隆,5-2
5,ストレート,145km/h,四球,畠 世周,村上 宗隆,5-2
1,スライダー,127km/h,ボール,畠 世周,サンタナ,5-2
2,ストレート,145km/h,ボール,畠 世周,サンタナ,5-2
3,ストレート,-,左安,畠 世周,サンタナ,5-2
1,カットボール,135km/h,見逃し,畠 世周,長岡 秀樹,5-3
2,カットボール,134km/h,ファウル,畠 世周,長岡 秀樹,5-3
3,カットボール,-,一ゴロ  [ダイビングキャッチ、好プレイ],畠 世周,長岡 秀樹,5-3
1,カットボール,133km/h,見逃し,鍬原 拓也,オスナ,5-3
2,ストレート,138km/h,ボール,鍬原 拓也,オスナ,5-3
3,ストレート,147km/h,見逃し,鍬原 拓也,オスナ,5-3
4,カットボール,139km/h,ボール  [ハーフスイング、ベンチに戻りかける、ベンチに戻りかける],鍬原 拓也,オスナ,5-3
5,ストレート,149km/h,ファウル  [自打球],鍬原 拓也,オスナ,5-3
6,ストレート,-,遊ゴロ,鍬原 拓也,オスナ,5-3
1,シュート,144km/h,見逃し,木澤 尚文,松原 聖弥,5-3
2,シュート,144km/h,見逃し,木澤 尚文,松原 聖弥,5-3
3,シュート,142km/h,ファウル,木澤 尚文,松原 聖弥,5-3
4,カーブ,128km/h,ボール,木澤 尚文,松原 聖弥,5-3
5,カットボール,139km/h,空三振  [ワンバウンド、ハーフスイング],木澤 尚文,松原 聖弥,5-3
1,シュート,-,遊ゴロ,木澤 尚文,大城 卓三,5-3
1,シュート,145km/h,空振り,木澤 尚文,ウォーカー,5-3
2,シュート,147km/h,見逃し,木澤 尚文,ウォーカー,5-3
3,カーブ,128km/h,ボール  [ワンバウンド],木澤 尚文,ウォーカー,5-3
4,シュート,-,見三振  [投手ガッツポーズ],木澤 尚文,ウォーカー,5-3
1,ストレート,-,空振り,大勢,奥村 展征,5-3
2,ストレート,151km/h,ボール,大勢,奥村 展征,5-3
3,フォーク,138km/h,ボール,大勢,奥村 展征,5-3
4,ストレート,148km/h,見逃し,大勢,奥村 展征,5-3
5,ストレート,152km/h,ボール,大勢,奥村 展征,5-3
6,ストレート,152km/h,空三振,大勢,奥村 展征,5-3
1,ストレート,153km/h,見逃し,大勢,内山 壮真,5-3
2,スライダー,134km/h,ボール,大勢,内山 壮真,5-3
3,フォーク,137km/h,ファウル,大勢,内山 壮真,5-3
4,ストレート,-,空三振,大勢,内山 壮真,5-3
1,スライダー,132km/h,見逃し,大勢,塩見 泰隆,5-3
2,ストレート,150km/h,ファウル,大勢,塩見 泰隆,5-3
3,フォーク,142km/h,ボール,大勢,塩見 泰隆,5-3
4,スライダー,134km/h,ファウル,大勢,塩見 泰隆,5-3
5,ストレート,-,右安,大勢,塩見 泰隆,5-3
1,ストレート,153km/h,見逃し,大勢,青木 宣親,5-3
2,ストレート,-,ボール  [ワンバウンド],大勢,青木 宣親,5-3
1,ストレート,153km/h,見逃し,大勢,青木 宣親,5-3
2,ストレート,-,ボール  [ワンバウンド],大勢,青木 宣親,5-3
3,フォーク,141km/h,ボール  [ワンバウンド、ハーフスイング],大勢,青木 宣親,5-3
4,フォーク,138km/h,ファウル  [自打球],大勢,青木 宣親,5-3
5,ストレート,-,遊ゴロ,大勢,青木 宣親,5-3
1,ストレート,145km/h,見逃し,小笠原 慎之介,桑原 将志,0-0
2,ストレート,144km/h,右２  [ライン際],小笠原 慎之介,桑原 将志,0-0
1,ストレート,143km/h,ボール,小笠原 慎之介,楠本 泰史,0-0
