投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,ストレート,143km/h,ボール,伊藤 大海,藤原 恭大,3-1,●
2,チェンジアップ,124km/h,ボール,伊藤 大海,藤原 恭大,3-1,●
3,スライダー,127km/h,見逃し,伊藤 大海,藤原 恭大,3-1,●
4,ストレート,143km/h,ボール,伊藤 大海,藤原 恭大,3-1,●
5,スライダー,127km/h,見逃し,伊藤 大海,藤原 恭大,3-1,●
6,スライダー,127km/h,四球  [苦笑い],伊藤 大海,藤原 恭大,3-1,●
1,カットボール,135km/h,ファウル,伊藤 大海,エチェバリア,3-1,●●
2,スライダー,130km/h,ボール,伊藤 大海,エチェバリア,3-1,●●
3,ストレート,143km/h,捕邪飛,伊藤 大海,エチェバリア,3-1,●●
1,カットボール,137km/h,見逃し,伊藤 大海,荻野 貴司,3-1,●●●
2,ストレート,145km/h,ファウル,伊藤 大海,荻野 貴司,3-1,●●●
3,ストレート,147km/h,ボール,伊藤 大海,荻野 貴司,3-1,●●●
4,チェンジアップ,124km/h,ファウル,伊藤 大海,荻野 貴司,3-1,●●●
5,スプリット,138km/h,見三振,伊藤 大海,荻野 貴司,3-1,●●●
1,ストレート,139km/h,ボール,ロメロ,上川畑 大悟,3-1,●
2,ストレート,140km/h,ファウル,ロメロ,上川畑 大悟,3-1,●
3,ストレート,140km/h,見逃し,ロメロ,上川畑 大悟,3-1,●
4,スライダー,-,二ゴロ  [投手のグラブを弾く],ロメロ,上川畑 大悟,3-1,●
1,ストレート,143km/h,見逃し,ロメロ,清宮 幸太郎,3-1,●
2,ストレート,143km/h,ボール,ロメロ,清宮 幸太郎,3-1,●
3,スライダー,129km/h,右安,ロメロ,清宮 幸太郎,3-1,●
1,ストレート,145km/h,右飛,ロメロ,野村 佑希,3-1,●●
1,ストレート,145km/h,ファウル,ロメロ,松本 剛,3-1,●●●
2,ストレート,147km/h,ボール,ロメロ,松本 剛,3-1,●●●
3,ストレート,147km/h,ボール,ロメロ,松本 剛,3-1,●●●
4,ストレート,147km/h,ボール,ロメロ,松本 剛,3-1,●●●
5,ストレート,147km/h,ファウル,ロメロ,松本 剛,3-1,●●●
6,ストレート,149km/h,ファウル,ロメロ,松本 剛,3-1,●●●
7,ストレート,150km/h,見三振  [全く反応できず、投手ガッツポーズ],ロメロ,松本 剛,3-1,●●●
1,ストレート,146km/h,ファウル,河野 竜生,髙部 瑛斗,3-1,
2,ストレート,146km/h,左安,河野 竜生,髙部 瑛斗,3-1,
1,ストレート,128km/h,ボール,鈴木 健矢,中村 奨吾,3-1,●
2,ストレート,128km/h,見逃し,鈴木 健矢,中村 奨吾,3-1,●
3,スライダー,114km/h,三直  [ダイビングキャッチ、好プレイ],鈴木 健矢,中村 奨吾,3-1,●
1,スライダー,114km/h,見逃し,鈴木 健矢,山口 航輝,3-1,●●●
2,ストレート,133km/h,見逃し,鈴木 健矢,山口 航輝,3-1,●●●
3,スライダー,126km/h,空三振,鈴木 健矢,山口 航輝,3-1,●●●
1,カーブ,119km/h,ボール,東條 大樹,淺間 大基,3-1,●
2,スライダー,129km/h,見逃し,東條 大樹,淺間 大基,3-1,●
3,ストレート,146km/h,空振り,東條 大樹,淺間 大基,3-1,●
4,ストレート,149km/h,空三振,東條 大樹,淺間 大基,3-1,●
1,ストレート,148km/h,見逃し,東條 大樹,万波 中正,3-1,●●
2,ストレート,148km/h,ボール,東條 大樹,万波 中正,3-1,●●
3,ストレート,148km/h,見逃し,東條 大樹,万波 中正,3-1,●●
4,ストレート,147km/h,ボール,東條 大樹,万波 中正,3-1,●●
5,ストレート,148km/h,一ゴロ  [当てただけ],東條 大樹,万波 中正,3-1,●●
1,ストレート,148km/h,空振り,東條 大樹,宇佐見 真吾,3-1,●●●
2,ストレート,148km/h,ボール,東條 大樹,宇佐見 真吾,3-1,●●●
3,ストレート,148km/h,見逃し,東條 大樹,宇佐見 真吾,3-1,●●●
4,シンカー,144km/h,ボール  [ワンバウンド],東條 大樹,宇佐見 真吾,3-1,●●●
5,スライダー,129km/h,見三振  [全く反応できず],東條 大樹,宇佐見 真吾,3-1,●●●
1,ストレート,130km/h,見逃し,鈴木 健矢,レアード,3-1,
2,ストレート,125km/h,右安,鈴木 健矢,レアード,3-1,
1,ストレート,142km/h,見逃し,福田 俊,安田 尚憲,3-1,●
2,ストレート,143km/h,ボール,福田 俊,安田 尚憲,3-1,●
3,ストレート,142km/h,中飛  [好プレイ、慌てて戻る],福田 俊,安田 尚憲,3-1,●
1,スライダー,128km/h,ファウル,福田 俊,佐藤 都志也,3-1,●●
2,ストレート,-,一ゴロ  [併殺崩れ],福田 俊,佐藤 都志也,3-1,●●
1,ストレート,142km/h,見逃し,福田 俊,藤原 恭大,3-1,●●
2,ストレート,139km/h,ボール,福田 俊,藤原 恭大,3-1,●●
3,スライダー,129km/h,ファウル,福田 俊,藤原 恭大,3-1,●●
4,ストレート,143km/h,ファウル  [ランエンドヒット],福田 俊,藤原 恭大,3-1,●●
5,スライダー,130km/h,ボール,福田 俊,藤原 恭大,3-1,●●
6,ストレート,143km/h,ボール  [ランエンドヒット、送球できず],福田 俊,藤原 恭大,3-1,●●
1,ストレート,142km/h,見逃し,福田 俊,藤原 恭大,3-1,●●●
2,ストレート,139km/h,ボール,福田 俊,藤原 恭大,3-1,●●●
3,スライダー,129km/h,ファウル,福田 俊,藤原 恭大,3-1,●●●
4,ストレート,143km/h,ファウル  [ランエンドヒット],福田 俊,藤原 恭大,3-1,●●●
5,スライダー,130km/h,ボール,福田 俊,藤原 恭大,3-1,●●●
6,ストレート,143km/h,ボール  [ランエンドヒット、送球できず],福田 俊,藤原 恭大,3-1,●●●
7,ストレート,144km/h,左飛,福田 俊,藤原 恭大,3-1,●●●
1,ストレート,154km/h,ボール,ゲレーロ,石井 一成,3-1,●
2,ストレート,153km/h,ファウル,ゲレーロ,石井 一成,3-1,●
3,ストレート,158km/h,ファウル,ゲレーロ,石井 一成,3-1,●
4,スプリット,142km/h,ファウル  [自打球],ゲレーロ,石井 一成,3-1,●
5,スプリット,143km/h,ファウル,ゲレーロ,石井 一成,3-1,●
6,ストレート,157km/h,空三振,ゲレーロ,石井 一成,3-1,●
1,ストレート,158km/h,ファウル,ゲレーロ,アルカンタラ,3-1,●
2,スプリット,150km/h,左安  [ライン際],ゲレーロ,アルカンタラ,3-1,●
1,ストレート,159km/h,ボール,ゲレーロ,谷内 亮太,3-1,●●
2,ストレート,156km/h,ボール,ゲレーロ,谷内 亮太,3-1,●●
3,ストレート,158km/h,ファウル,ゲレーロ,谷内 亮太,3-1,●●
4,ストレート,155km/h,ファウル,ゲレーロ,谷内 亮太,3-1,●●
5,スライダー,141km/h,捕ゴロ  [泳ぎ、ボテボテ],ゲレーロ,谷内 亮太,3-1,●●
1,ストレート,158km/h,ボール,ゲレーロ,清宮 幸太郎,3-1,●●
2,ストレート,157km/h,空振り,ゲレーロ,清宮 幸太郎,3-1,●●
1,ストレート,158km/h,ボール,ゲレーロ,清宮 幸太郎,3-1,●●●
2,ストレート,157km/h,空振り,ゲレーロ,清宮 幸太郎,3-1,●●●
3,ストレート,157km/h,ボール,ゲレーロ,清宮 幸太郎,3-1,●●●
4,ストレート,158km/h,空振り,ゲレーロ,清宮 幸太郎,3-1,●●●
5,ストレート,157km/h,空三振  [投手ガッツポーズ],ゲレーロ,清宮 幸太郎,3-1,●●●
1,ストレート,150km/h,ボール,西村 天裕,エチェバリア,3-1,●
2,ストレート,148km/h,ファウル,西村 天裕,エチェバリア,3-1,●
3,カットボール,141km/h,空振り,西村 天裕,エチェバリア,3-1,●
4,スプリット,139km/h,空三振  [ワンバウンド],西村 天裕,エチェバリア,3-1,●
1,ストレート,147km/h,ボール,西村 天裕,荻野 貴司,3-1,●●
2,縦スライダー,125km/h,ボール,西村 天裕,荻野 貴司,3-1,●●
3,カットボール,140km/h,見逃し,西村 天裕,荻野 貴司,3-1,●●
4,カットボール,138km/h,三ゴロ,西村 天裕,荻野 貴司,3-1,●●
1,ストレート,150km/h,空振り,西村 天裕,髙部 瑛斗,3-1,●●●
2,ストレート,150km/h,見逃し,西村 天裕,髙部 瑛斗,3-1,●●●
3,スプリット,142km/h,ボール  [ワンバウンド],西村 天裕,髙部 瑛斗,3-1,●●●
4,ストレート,149km/h,三ゴロ  [好プレイ],西村 天裕,髙部 瑛斗,3-1,●●●
1,スライダー,128km/h,ボール,益田 直也,野村 佑希,3-1,
2,ストレート,146km/h,見逃し,益田 直也,野村 佑希,3-1,
3,スライダー,-,中安,益田 直也,野村 佑希,3-1,
1,ストレート,147km/h,ボール,益田 直也,松本 剛,3-1,●●
2,ストレート,147km/h,遊併打  [観客ため息],益田 直也,松本 剛,3-1,●●
1,ストレート,147km/h,ファウル,益田 直也,杉谷 拳士,3-1,●●●
2,ストレート,148km/h,中飛,益田 直也,杉谷 拳士,3-1,●●●
1,ストレート,142km/h,見逃し,平井 克典,福田 周平,0-0,●
2,ストレート,141km/h,見逃し,平井 克典,福田 周平,0-0,●
3,フォーク,136km/h,空三振,平井 克典,福田 周平,0-0,●
1,ナックルカーブ,113km/h,ボール,平井 克典,宗 佑磨,0-0,●●
2,スライダー,132km/h,ボール,平井 克典,宗 佑磨,0-0,●●
3,ストレート,145km/h,見逃し,平井 克典,宗 佑磨,0-0,●●
4,ストレート,145km/h,中飛,平井 克典,宗 佑磨,0-0,●●
1,ストレート,145km/h,ボール,平井 克典,吉田 正尚,0-0,●●
2,スライダー,133km/h,見逃し,平井 克典,吉田 正尚,0-0,●●
3,カットボール,142km/h,ボール,平井 克典,吉田 正尚,0-0,●●
4,ナックルカーブ,117km/h,ボール,平井 克典,吉田 正尚,0-0,●●
5,カットボール,137km/h,見逃し,平井 克典,吉田 正尚,0-0,●●
6,ストレート,146km/h,四球,平井 克典,吉田 正尚,0-0,●●
1,ストレート,143km/h,ボール  [打者のけぞる],平井 克典,杉本 裕太郎,0-0,●●●
2,スライダー,133km/h,空振り,平井 克典,杉本 裕太郎,0-0,●●●
3,スライダー,131km/h,見逃し,平井 克典,杉本 裕太郎,0-0,●●●
4,スライダー,132km/h,ファウル,平井 克典,杉本 裕太郎,0-0,●●●
5,ストレート,147km/h,空三振,平井 克典,杉本 裕太郎,0-0,●●●
1,ストレート,152km/h,見逃し,山本 由伸,川越 誠司,0-0,●
2,ストレート,151km/h,空振り,山本 由伸,川越 誠司,0-0,●
3,ストレート,151km/h,ボール  [高めのつり球を要求],山本 由伸,川越 誠司,0-0,●
4,カーブ,124km/h,ボール,山本 由伸,川越 誠司,0-0,●
5,ストレート,151km/h,空三振,山本 由伸,川越 誠司,0-0,●
1,ストレート,151km/h,見逃し,山本 由伸,源田 壮亮,0-0,●●
2,ストレート,153km/h,ボール,山本 由伸,源田 壮亮,0-0,●●
3,ストレート,152km/h,見逃し,山本 由伸,源田 壮亮,0-0,●●
4,ストレート,151km/h,二ゴロ  [詰り],山本 由伸,源田 壮亮,0-0,●●
1,ストレート,154km/h,空振り,山本 由伸,オグレディ,0-0,●●●
2,ストレート,153km/h,見逃し,山本 由伸,オグレディ,0-0,●●●
3,ストレート,152km/h,ボール,山本 由伸,オグレディ,0-0,●●●
4,ストレート,153km/h,ボール,山本 由伸,オグレディ,0-0,●●●
5,フォーク,145km/h,空三振,山本 由伸,オグレディ,0-0,●●●
1,ナックルカーブ,112km/h,ボール  [すっぽ抜け],平井 克典,マッカーシー,0-0,●
2,ストレート,143km/h,ボール,平井 克典,マッカーシー,0-0,●
3,ストレート,144km/h,見逃し,平井 克典,マッカーシー,0-0,●
4,スライダー,132km/h,ファウル,平井 克典,マッカーシー,0-0,●
5,スライダー,134km/h,空三振,平井 克典,マッカーシー,0-0,●
1,ストレート,144km/h,見逃し,平井 克典,中川 圭太,0-0,●
2,ストレート,144km/h,ボール,平井 克典,中川 圭太,0-0,●
3,ストレート,144km/h,右２  [フェンス直撃],平井 克典,中川 圭太,0-0,●
1,ストレート,142km/h,見逃し,平井 克典,野口 智哉,0-0,●●
2,ストレート,143km/h,ボール,平井 克典,野口 智哉,0-0,●●
3,フォーク,139km/h,空振り  [ハーフスイング],平井 克典,野口 智哉,0-0,●●
4,シュート,145km/h,ボール,平井 克典,野口 智哉,0-0,●●
5,フォーク,138km/h,ボール,平井 克典,野口 智哉,0-0,●●
6,スライダー,134km/h,遊直  [慌てて戻る],平井 克典,野口 智哉,0-0,●●
1,スライダー,134km/h,空振り,平井 克典,紅林 弘太郎,0-0,●●●
2,フォーク,133km/h,ボール,平井 克典,紅林 弘太郎,0-0,●●●
3,ストレート,145km/h,ボール,平井 克典,紅林 弘太郎,0-0,●●●
4,スライダー,133km/h,左飛  [フェンスギリギリ、高々と舞い上がる],平井 克典,紅林 弘太郎,0-0,●●●
1,ストレート,150km/h,見逃し,山本 由伸,山川 穂高,0-0,●
2,ストレート,152km/h,右飛  [高々と舞い上がる、フェンスギリギリ],山本 由伸,山川 穂高,0-0,●
1,ストレート,152km/h,ファウル,山本 由伸,栗山 巧,0-0,●●
2,フォーク,143km/h,ボール,山本 由伸,栗山 巧,0-0,●●
3,ストレート,150km/h,中飛,山本 由伸,栗山 巧,0-0,●●
1,カーブ,125km/h,ボール  [ワンバウンド],山本 由伸,外崎 修汰,0-0,●●●
2,カットボール,152km/h,空振り,山本 由伸,外崎 修汰,0-0,●●●
3,ストレート,152km/h,ボール,山本 由伸,外崎 修汰,0-0,●●●
4,ストレート,154km/h,三ゴロ  [ライン際、逆シングル],山本 由伸,外崎 修汰,0-0,●●●
1,スライダー,129km/h,ボール,平井 克典,若月 健矢,0-0,●
2,スライダー,133km/h,遊飛  [バットの先、高々と舞い上がる],平井 克典,若月 健矢,0-0,●
1,スライダー,132km/h,ボール,平井 克典,福田 周平,0-0,●●
2,シュート,143km/h,三ゴロ  [ダイビングキャッチ、好プレイ],平井 克典,福田 周平,0-0,●●
1,ストレート,143km/h,見逃し,平井 克典,宗 佑磨,0-0,●●
2,ストレート,143km/h,ボール,平井 克典,宗 佑磨,0-0,●●
3,ストレート,144km/h,ボール,平井 克典,宗 佑磨,0-0,●●
4,スライダー,133km/h,見逃し,平井 克典,宗 佑磨,0-0,●●
5,フォーク,139km/h,右安,平井 克典,宗 佑磨,0-0,●●
1,ナックルカーブ,116km/h,ボール,平井 克典,吉田 正尚,0-0,●●●
2,ストレート,142km/h,ボール  [逆球],平井 克典,吉田 正尚,0-0,●●●
3,スライダー,133km/h,ボール,平井 克典,吉田 正尚,0-0,●●●
4,スライダー,130km/h,見逃し,平井 克典,吉田 正尚,0-0,●●●
5,ストレート,145km/h,見逃し,平井 克典,吉田 正尚,0-0,●●●
6,ストレート,-,二ゴロ  [逆シングル],平井 克典,吉田 正尚,0-0,●●●
1,ストレート,152km/h,ボール,山本 由伸,平沼 翔太,0-0,●
2,フォーク,141km/h,見逃し,山本 由伸,平沼 翔太,0-0,●
3,ストレート,151km/h,ファウル,山本 由伸,平沼 翔太,0-0,●
4,カーブ,125km/h,遊ゴロ,山本 由伸,平沼 翔太,0-0,●
1,フォーク,144km/h,見逃し,山本 由伸,愛斗,0-0,●●
2,カーブ,126km/h,三直  [バットの先],山本 由伸,愛斗,0-0,●●
1,ストレート,153km/h,見逃し,山本 由伸,古賀 悠斗,0-0,●●●
2,ストレート,152km/h,ボール,山本 由伸,古賀 悠斗,0-0,●●●
3,カットボール,148km/h,空振り,山本 由伸,古賀 悠斗,0-0,●●●
4,ストレート,154km/h,空三振  [振り遅れ],山本 由伸,古賀 悠斗,0-0,●●●
1,スライダー,131km/h,投安  [セーフティバント、バントヒット、打者ガッツポーズ、苦笑い],平井 克典,杉本 裕太郎,0-0,
1,スライダー,132km/h,ボール,平井 克典,マッカーシー,0-0,●
2,ストレート,143km/h,見逃し,平井 克典,マッカーシー,0-0,●
3,シュート,142km/h,ボール,平井 克典,マッカーシー,0-0,●
4,ストレート,143km/h,ボール,平井 克典,マッカーシー,0-0,●
5,スライダー,132km/h,ファウル,平井 克典,マッカーシー,0-0,●
6,ストレート,143km/h,ファウル,平井 克典,マッカーシー,0-0,●
7,ストレート,144km/h,空三振,平井 克典,マッカーシー,0-0,●
1,スライダー,133km/h,見逃し,平井 克典,中川 圭太,0-0,●●
2,スライダー,132km/h,ファウル,平井 克典,中川 圭太,0-0,●●
3,スライダー,131km/h,ファウル,平井 克典,中川 圭太,0-0,●●
4,スライダー,134km/h,ボール,平井 克典,中川 圭太,0-0,●●
5,スライダー,131km/h,ボール,平井 克典,中川 圭太,0-0,●●
6,ストレート,144km/h,左飛  [ランエンドヒット、詰り],平井 克典,中川 圭太,0-0,●●
1,ストレート,144km/h,ボール  [ハーフスイング],平井 克典,野口 智哉,0-0,●●●
2,スライダー,131km/h,空振り,平井 克典,野口 智哉,0-0,●●●
3,ストレート,144km/h,見逃し,平井 克典,野口 智哉,0-0,●●●
4,フォーク,138km/h,空三振  [ワンバウンド],平井 克典,野口 智哉,0-0,●●●
1,フォーク,143km/h,ボール,山本 由伸,川越 誠司,0-0,●
2,ストレート,150km/h,右飛,山本 由伸,川越 誠司,0-0,●
1,カーブ,124km/h,見逃し,山本 由伸,源田 壮亮,0-0,●●
2,カットボール,146km/h,中飛  [詰り],山本 由伸,源田 壮亮,0-0,●●
1,ストレート,152km/h,見逃し,山本 由伸,オグレディ,0-0,●●●
2,ストレート,152km/h,空振り  [高めのつり球を要求],山本 由伸,オグレディ,0-0,●●●
3,ストレート,152km/h,ボール,山本 由伸,オグレディ,0-0,●●●
4,ストレート,-,空三振  [高めのつり球を要求、振り遅れ],山本 由伸,オグレディ,0-0,●●●
1,ストレート,141km/h,中安  [詰り],平井 克典,紅林 弘太郎,0-0,
1,スライダー,-,投犠打,平井 克典,若月 健矢,0-0,●
1,フォーク,138km/h,ボール  [ワンバウンド],平井 克典,福田 周平,0-0,●
2,スライダー,131km/h,見逃し,平井 克典,福田 周平,0-0,●
3,ナックルカーブ,117km/h,ボール  [ワンバウンド、捕手後逸阻止],平井 克典,福田 周平,0-0,●
4,シュート,143km/h,ボール,平井 克典,福田 周平,0-0,●
5,ストレート,143km/h,四球,平井 克典,福田 周平,0-0,●
1,ストレート,141km/h,ボール  [高めのつり球を要求],平井 克典,宗 佑磨,1-0,●
2,スライダー,133km/h,見逃し  [セーフティバント、バント構え],平井 克典,宗 佑磨,1-0,●
3,シュート,142km/h,ボール,平井 克典,宗 佑磨,1-0,●
4,ストレート,144km/h,ボール,平井 克典,宗 佑磨,1-0,●
5,ストレート,143km/h,右２  [ライン際],平井 克典,宗 佑磨,1-0,●
1,シュート,141km/h,ボール,平井 克典,吉田 正尚,1-0,●●
2,フォーク,140km/h,ボール,平井 克典,吉田 正尚,1-0,●●
3,スライダー,134km/h,見逃し,平井 克典,吉田 正尚,1-0,●●
4,スライダー,135km/h,空振り,平井 克典,吉田 正尚,1-0,●●
5,カットボール,142km/h,ファウル  [自打球],平井 克典,吉田 正尚,1-0,●●
6,カットボール,140km/h,遊ゴロ  [内野前進、バウンド高い、走者動けず],平井 克典,吉田 正尚,1-0,●●
1,ストレート,143km/h,ファウル  [高めのつり球を要求],平井 克典,杉本 裕太郎,1-0,●●●
2,ストレート,141km/h,ボール  [高めのつり球を要求],平井 克典,杉本 裕太郎,1-0,●●●
3,ストレート,143km/h,見逃し,平井 克典,杉本 裕太郎,1-0,●●●
4,スライダー,134km/h,空三振  [投手ガッツポーズ],平井 克典,杉本 裕太郎,1-0,●●●
1,フォーク,145km/h,見逃し,山本 由伸,山川 穂高,1-0,●
2,カーブ,124km/h,ボール  [ワンバウンド],山本 由伸,山川 穂高,1-0,●
3,フォーク,146km/h,空振り  [ワンバウンド],山本 由伸,山川 穂高,1-0,●
4,ストレート,152km/h,見三振  [全く反応できず],山本 由伸,山川 穂高,1-0,●
1,フォーク,147km/h,二ゴロ  [バットの先],山本 由伸,栗山 巧,1-0,●●
1,カットボール,149km/h,ボール,山本 由伸,外崎 修汰,1-0,●●
2,カーブ,126km/h,ボール,山本 由伸,外崎 修汰,1-0,●●
3,ストレート,155km/h,ボール,山本 由伸,外崎 修汰,1-0,●●
4,ストレート,153km/h,四球,山本 由伸,外崎 修汰,1-0,●●
1,ストレート,152km/h,見逃し,山本 由伸,平沼 翔太,1-0,●●
1,ストレート,152km/h,見逃し,山本 由伸,平沼 翔太,1-0,●●●
2,フォーク,147km/h,ボール,山本 由伸,平沼 翔太,1-0,●●●
3,ストレート,153km/h,ボール,山本 由伸,平沼 翔太,1-0,●●●
4,カーブ,124km/h,空振り,山本 由伸,平沼 翔太,1-0,●●●
5,ストレート,152km/h,ファウル,山本 由伸,平沼 翔太,1-0,●●●
6,ストレート,153km/h,ファウル,山本 由伸,平沼 翔太,1-0,●●●
7,カーブ,124km/h,ボール,山本 由伸,平沼 翔太,1-0,●●●
8,フォーク,145km/h,ファウル,山本 由伸,平沼 翔太,1-0,●●●
9,フォーク,145km/h,ファウル,山本 由伸,平沼 翔太,1-0,●●●
10,カーブ,125km/h,空三振  [悔しがる],山本 由伸,平沼 翔太,1-0,●●●
1,ストレート,142km/h,ファウル,本田 圭佑,マッカーシー,1-0,●
2,ストレート,143km/h,ボール,本田 圭佑,マッカーシー,1-0,●
3,ストレート,143km/h,見逃し,本田 圭佑,マッカーシー,1-0,●
4,フォーク,130km/h,ボール,本田 圭佑,マッカーシー,1-0,●
5,ストレート,144km/h,左飛,本田 圭佑,マッカーシー,1-0,●
1,ストレート,145km/h,見逃し,本田 圭佑,中川 圭太,1-0,●●
2,スライダー,137km/h,ボール,本田 圭佑,中川 圭太,1-0,●●
3,カーブ,115km/h,左飛,本田 圭佑,中川 圭太,1-0,●●
1,カーブ,114km/h,見逃し,本田 圭佑,野口 智哉,1-0,●●●
2,カーブ,110km/h,ボール  [ワンバウンド],本田 圭佑,野口 智哉,1-0,●●●
3,ストレート,143km/h,見逃し,本田 圭佑,野口 智哉,1-0,●●●
4,チェンジアップ,125km/h,空三振,本田 圭佑,野口 智哉,1-0,●●●
1,カットボール,144km/h,遊ゴロ  [バウンド高い],山本 由伸,愛斗,1-0,●
1,ストレート,149km/h,見逃し,山本 由伸,古賀 悠斗,1-0,●●
2,フォーク,144km/h,見逃し,山本 由伸,古賀 悠斗,1-0,●●
3,カーブ,124km/h,ボール,山本 由伸,古賀 悠斗,1-0,●●
4,ストレート,152km/h,投ゴロ  [バットの先、ボテボテ],山本 由伸,古賀 悠斗,1-0,●●
1,フォーク,145km/h,ボール  [ワンバウンド],山本 由伸,川越 誠司,1-0,●●●
2,フォーク,142km/h,空振り,山本 由伸,川越 誠司,1-0,●●●
3,カーブ,123km/h,見逃し,山本 由伸,川越 誠司,1-0,●●●
4,ストレート,153km/h,ファウル  [高めのつり球を要求],山本 由伸,川越 誠司,1-0,●●●
5,フォーク,146km/h,ボール,山本 由伸,川越 誠司,1-0,●●●
6,カーブ,124km/h,ボール,山本 由伸,川越 誠司,1-0,●●●
7,ストレート,153km/h,二ゴロ  [詰り],山本 由伸,川越 誠司,1-0,●●●
1,フォーク,130km/h,見逃し,本田 圭佑,紅林 弘太郎,1-0,
2,ストレート,143km/h,空振り  [ハーフスイング],本田 圭佑,紅林 弘太郎,1-0,
3,ストレート,145km/h,ボール,本田 圭佑,紅林 弘太郎,1-0,
4,カーブ,117km/h,ファウル,本田 圭佑,紅林 弘太郎,1-0,
5,スライダー,132km/h,中安,本田 圭佑,紅林 弘太郎,1-0,
1,ストレート,-,捕ゴロ  [バント失敗],本田 圭佑,若月 健矢,1-0,●
1,カーブ,120km/h,ボール  [ワンバウンド],本田 圭佑,福田 周平,1-0,●
2,ストレート,145km/h,見逃し,本田 圭佑,福田 周平,1-0,●
3,フォーク,122km/h,中安,本田 圭佑,福田 周平,1-0,●
1,ストレート,146km/h,ボール  [セーフティバント、バント構え],佐々木 健,宗 佑磨,1-0,●●
2,ストレート,144km/h,中飛  [タッチアップ],佐々木 健,宗 佑磨,1-0,●●
1,ストレート,146km/h,二ゴロ,佐々木 健,吉田 正尚,1-0,●●●
1,フォーク,144km/h,見逃し,山本 由伸,源田 壮亮,1-0,●
2,フォーク,145km/h,二ゴロ  [バットの先、泳ぎ],山本 由伸,源田 壮亮,1-0,●
1,フォーク,145km/h,空振り  [ハーフスイング],山本 由伸,オグレディ,1-0,●●
2,ストレート,153km/h,空振り,山本 由伸,オグレディ,1-0,●●
3,フォーク,146km/h,ファウル,山本 由伸,オグレディ,1-0,●●
4,ストレート,152km/h,ボール  [高めのつり球を要求],山本 由伸,オグレディ,1-0,●●
5,ストレート,153km/h,見三振  [全く反応できず、投手吼える],山本 由伸,オグレディ,1-0,●●
1,フォーク,147km/h,空振り,山本 由伸,山川 穂高,1-0,●●●
2,フォーク,148km/h,ファウル,山本 由伸,山川 穂高,1-0,●●●
3,フォーク,148km/h,ボール  [ワンバウンド],山本 由伸,山川 穂高,1-0,●●●
4,スライダー,139km/h,ボール  [ワンバウンド],山本 由伸,山川 穂高,1-0,●●●
5,フォーク,147km/h,空三振,山本 由伸,山川 穂高,1-0,●●●
1,スライダー,135km/h,ボール,水上 由伸,杉本 裕太郎,1-0,●
2,ストレート,148km/h,空振り,水上 由伸,杉本 裕太郎,1-0,●
3,ストレート,147km/h,見逃し,水上 由伸,杉本 裕太郎,1-0,●
4,スライダー,131km/h,見三振,水上 由伸,杉本 裕太郎,1-0,●
1,スライダー,129km/h,ボール  [ワンバウンド],水上 由伸,マッカーシー,1-0,●
2,スライダー,131km/h,見逃し,水上 由伸,マッカーシー,1-0,●
3,スライダー,135km/h,ボール,水上 由伸,マッカーシー,1-0,●
4,ストレート,148km/h,見逃し,水上 由伸,マッカーシー,1-0,●
5,ストレート,149km/h,中３  [打球処理もたつく],水上 由伸,マッカーシー,1-0,●
1,スライダー,132km/h,見逃し,水上 由伸,中川 圭太,2-0,●●
2,ストレート,146km/h,ボール,水上 由伸,中川 圭太,2-0,●●
3,ストレート,148km/h,ボール,水上 由伸,中川 圭太,2-0,●●
4,スライダー,130km/h,右犠飛,水上 由伸,中川 圭太,2-0,●●
1,スライダー,132km/h,見逃し,水上 由伸,野口 智哉,2-0,●●●
2,スライダー,131km/h,空振り,水上 由伸,野口 智哉,2-0,●●●
3,ストレート,148km/h,ボール,水上 由伸,野口 智哉,2-0,●●●
4,フォーク,140km/h,ボール  [ワンバウンド],水上 由伸,野口 智哉,2-0,●●●
5,ストレート,149km/h,ボール,水上 由伸,野口 智哉,2-0,●●●
6,カットボール,147km/h,二ゴロ  [ランニングスロー],水上 由伸,野口 智哉,2-0,●●●
1,フォーク,145km/h,ボール,山本 由伸,栗山 巧,2-0,●
2,カットボール,146km/h,右飛  [詰り],山本 由伸,栗山 巧,2-0,●
1,カットボール,147km/h,一邪飛  [高々と舞い上がる],山本 由伸,外崎 修汰,2-0,●●
1,カーブ,125km/h,ボール,山本 由伸,平沼 翔太,2-0,●●●
2,フォーク,147km/h,空振り,山本 由伸,平沼 翔太,2-0,●●●
3,カットボール,147km/h,二ゴロ  [詰り],山本 由伸,平沼 翔太,2-0,●●●
1,ストレート,149km/h,見逃し,ボー・タカハシ,紅林 弘太郎,2-0,
2,ストレート,149km/h,ファウル,ボー・タカハシ,紅林 弘太郎,2-0,
3,スライダー,135km/h,ボール,ボー・タカハシ,紅林 弘太郎,2-0,
4,スライダー,132km/h,右２,ボー・タカハシ,紅林 弘太郎,2-0,
1,ストレート,147km/h,投犠打,ボー・タカハシ,若月 健矢,2-0,●
1,カーブ,124km/h,見逃し,ボー・タカハシ,福田 周平,2-0,●●
2,ストレート,151km/h,ボール,ボー・タカハシ,福田 周平,2-0,●●
3,カーブ,124km/h,ファウル  [スクイズ、バントファウル],ボー・タカハシ,福田 周平,2-0,●●
